wl,k
1428,7.64E-4
1430,7.62E-4
1432,7.61E-4
1434,7.59E-4
1436,7.58E-4
1438,7.56E-4
1440,7.55E-4
1442,7.54E-4
1444,7.52E-4
1446,7.51E-4
1448,7.49E-4
1450,7.48E-4
1452,7.46E-4
1454,7.45E-4
1456,7.44E-4
1458,7.42E-4
1460,7.41E-4
1462,7.39E-4
1464,7.38E-4
1466,7.37E-4
1468,7.35E-4
1470,7.34E-4
1472,7.33E-4
1474,7.31E-4
1476,7.3E-4
1478,7.29E-4
1480,7.27E-4
1482,7.26E-4
1484,7.25E-4
1486,7.23E-4
1488,7.22E-4
1490,7.21E-4
1492,7.19E-4
1494,7.18E-4
1496,7.17E-4
1498,7.15E-4
1500,7.14E-4
1502,7.13E-4
1504,7.12E-4
1506,7.1E-4
1508,7.09E-4
1510,7.08E-4
1512,7.06E-4
1514,7.05E-4
1516,7.04E-4
1518,7.03E-4
1520,7.02E-4
1522,7E-4
1524,6.99E-4
1526,6.98E-4
1528,6.97E-4
1530,6.95E-4
1532,6.94E-4
1534,6.93E-4
1536,6.92E-4
1538,6.91E-4
1540,6.89E-4
1542,6.88E-4
1544,6.87E-4
1546,6.86E-4
1548,6.85E-4
1550,6.83E-4
1552,6.82E-4
1554,6.81E-4
1556,6.8E-4
1558,6.79E-4
1560,6.78E-4
1562,6.77E-4
1564,6.75E-4
1566,6.74E-4
1568,6.73E-4
1570,6.72E-4
1572,6.71E-4
1574,6.7E-4
1576,6.69E-4
1578,6.68E-4
1580,6.66E-4
1582,6.65E-4
1584,6.64E-4
1586,6.63E-4
1588,6.62E-4
1590,6.61E-4
1592,6.6E-4
1594,6.59E-4
1596,6.58E-4
1598,6.57E-4
1600,6.56E-4
1602,6.54E-4
1604,6.53E-4
1606,6.52E-4
1608,6.51E-4
1610,6.5E-4
1612,6.49E-4
1614,6.48E-4
1616,6.47E-4
1618,6.46E-4
1620,6.45E-4
1622,6.44E-4
1624,6.43E-4
1626,6.42E-4
1628,6.41E-4
1630,6.4E-4
1632,6.39E-4
1634,6.38E-4
1636,6.37E-4
1638,6.36E-4
1640,6.35E-4
1642,6.34E-4
1644,6.33E-4
1646,6.32E-4
1648,6.31E-4
1650,6.3E-4
1652,6.29E-4
1654,6.28E-4
1656,6.27E-4
1658,6.26E-4
1660,6.25E-4
1662,6.24E-4
1664,6.23E-4
1666,6.22E-4
1668,6.21E-4
1670,6.2E-4
1672,6.19E-4
1674,6.18E-4
1676,6.18E-4
1678,6.17E-4
1680,6.16E-4
1682,6.15E-4
1684,6.14E-4
1686,6.13E-4
1688,6.12E-4
1690,6.11E-4
1692,6.1E-4
1694,6.09E-4
1696,6.08E-4
1698,6.07E-4
