Wavelength,Decadic_Abs_coef
623.0,80829.16912
623.5,80846.39828
624.0,80852.47163
624.5,80846.96618
625.0,80829.45901
625.5,80799.52715
626.0,80756.74765
626.5,80700.69756
627.0,80630.95393
627.5,80547.1973
628.0,80450.14917
628.5,80341.13288
629.0,80221.47907
629.5,80092.51839
630.0,79955.58148
630.5,79811.99899
631.0,79663.10158
631.5,79510.21988
632.0,79354.68454
632.5,79197.8262
633.0,79040.97553
633.5,78885.46315
634.0,78732.61973
634.5,78583.7759
635.0,78440.26231
635.5,78302.34492
636.0,78163.59782
636.5,78015.00146
637.0,77847.53059
637.5,77652.15996
638.0,77419.86432
638.5,77141.61843
639.0,76808.39704
639.5,76411.17491
640.0,75940.92679
640.5,75388.62744
641.0,74745.94804
641.5,74015.37677
642.0,73207.93622
642.5,72334.88084
643.0,71407.46507
643.5,70436.94337
644.0,69434.57018
644.5,68411.59994
645.0,67379.28711
645.5,66348.88614
646.0,65331.65146
646.5,64338.38644
647.0,63372.9546
647.5,62433.77819
648.0,61519.13367
648.5,60627.29749
649.0,59756.54609
649.5,58905.15594
650.0,58071.40347
650.5,57253.56514
651.0,56449.9174
651.5,55658.7367
652.0,54878.29949
652.5,54106.88222
653.0,53342.77539
653.5,52584.97087
654.0,51833.47352
654.5,51088.36721
655.0,50349.73583
655.5,49617.66324
656.0,48892.23332
656.5,48173.52994
657.0,47461.63697
657.5,46756.63829
658.0,46058.61777
658.5,45367.65929
659.0,44683.84672
659.5,44007.26393
660.0,43337.99479
660.5,42676.12319
661.0,42021.73299
661.5,41374.90806
662.0,40735.73229
662.5,40104.28954
663.0,39480.66369
663.5,38864.93861
664.0,38257.19818
664.5,37657.52626
665.0,37066.00674
665.5,36482.72348
666.0,35907.76037
666.5,35341.19379
667.0,34783.02661
667.5,34233.21983
668.0,33691.73401
668.5,33158.52969
669.0,32633.56741
669.5,32116.80772
670.0,31608.21116
670.5,31107.73827
671.0,30615.3496
671.5,30131.00569
672.0,29654.66709
672.5,29186.29433
673.0,28725.84796
673.5,28273.28853
674.0,27828.57658
674.5,27391.67264
675.0,26962.53728
675.5,26541.13102
676.0,26127.41441
676.5,25721.348
677.0,25322.89233
677.5,24932.00794
678.0,24548.65538
678.5,24172.79519
679.0,23804.38791
679.5,23443.39408
680.0,23089.77426
680.5,22743.48899
681.0,22404.4988
681.5,22072.76424
682.0,21748.24585
682.5,21430.90419
683.0,21120.69976
683.5,20817.57376
684.0,20521.41187
684.5,20232.08983
685.0,19949.48343
685.5,19673.46843
686.0,19403.92059
686.5,19140.71569
687.0,18883.72949
687.5,18632.83776
688.0,18387.91626
688.5,18148.84076
689.0,17915.48704
689.5,17687.73085
690.0,17465.44796
690.5,17248.51415
691.0,17036.80517
691.5,16830.19681
692.0,16628.56481
692.5,16431.78495
693.0,16239.733
693.5,16052.28473
694.0,15869.3159
694.5,15690.70227
695.0,15516.31963
695.5,15346.04372
696.0,15179.75033
696.5,15017.31521
697.0,14858.61414
697.5,14703.52288
698.0,14551.9172
698.5,14403.67287
699.0,14258.66565
699.5,14116.77131
700.0,13977.86562
700.5,13841.82435
701.0,13708.52325
701.5,13577.83811
702.0,13449.64468
702.5,13323.81874
703.0,13200.23605
703.5,13078.77366
704.0,12959.35071
704.5,12841.93691
705.0,12726.50501
705.5,12613.02771
706.0,12501.47775
706.5,12391.82784
707.0,12284.05073
707.5,12178.11911
708.0,12074.00574
708.5,11971.68332
709.0,11871.12458
709.5,11772.30225
710.0,11675.18905
710.5,11579.7577
711.0,11485.98094
711.5,11393.83148
712.0,11303.28205
712.5,11214.30537
713.0,11126.87418
713.5,11040.96118
714.0,10956.53912
714.5,10873.5807
715.0,10792.05866
715.5,10711.94572
716.0,10633.21461
716.5,10555.83805
717.0,10479.78876
717.5,10405.03948
718.0,10331.56291
718.5,10259.3318
719.0,10188.31886
719.5,10118.49681
720.0,10049.83839
720.5,9982.31631
721.0,9915.90331
721.5,9850.5721
722.0,9786.29541
722.5,9723.04596
723.0,9660.79649
723.5,9599.5197
724.0,9539.18834
724.5,9479.77512
725.0,9421.25277
725.5,9363.59401
726.0,9306.77156
726.5,9250.75816
727.0,9195.52652
727.5,9141.04937
728.0,9087.29944
728.5,9034.24944
729.0,8981.87211
729.5,8930.14017
730.0,8879.02634
730.5,8828.50335
731.0,8778.54392
731.5,8729.12077
732.0,8680.20664
732.5,8631.77424
733.0,8583.7963
733.5,8536.24555
734.0,8489.09471
734.5,8442.3165
735.0,8395.88364
735.5,8349.7716
736.0,8303.97286
736.5,8258.48652
737.0,8213.31169
737.5,8168.44747
738.0,8123.89297
738.5,8079.64729
739.0,8035.70954
739.5,7992.07882
740.0,7948.75425
740.5,7905.73492
741.0,7863.01994
741.5,7820.60841
742.0,7778.49945
742.5,7736.69216
743.0,7695.18565
743.5,7653.97901
744.0,7613.07136
744.5,7572.4618
745.0,7532.14944
745.5,7492.13338
746.0,7452.41272
746.5,7412.98659
747.0,7373.85407
747.5,7335.01428
748.0,7296.46631
748.5,7258.20929
749.0,7220.24231
749.5,7182.56447
750.0,7145.17489
750.5,7108.07267
751.0,7071.25691
751.5,7034.72673
752.0,6998.48122
752.5,6962.51949
753.0,6926.84065
753.5,6891.44381
754.0,6856.32806
754.5,6821.49252
755.0,6786.93629
755.5,6752.65848
756.0,6718.65819
756.5,6684.93452
757.0,6651.48659
757.5,6618.3135
758.0,6585.41435
758.5,6552.78826
759.0,6520.43432
759.5,6488.35164
760.0,6456.53933
760.5,6424.99649
761.0,6393.72223
761.5,6362.71566
762.0,6331.97588
762.5,6301.50199
763.0,6271.2931
763.5,6241.34832
764.0,6211.66676
764.5,6182.24751
765.0,6153.08969
765.5,6124.1924
766.0,6095.55474
766.5,6067.17583
767.0,6039.05476
767.5,6011.19064
768.0,5983.58259
768.5,5956.22969
769.0,5929.13107
769.5,5902.28583
770.0,5875.69306
770.5,5849.35188
771.0,5823.2614
771.5,5797.42071
772.0,5771.82893
772.5,5746.48515
773.0,5721.38849
773.5,5696.53806
774.0,5671.93295
774.5,5647.57227
775.0,5623.45513
775.5,5599.58063
776.0,5575.94789
776.5,5552.55599
777.0,5529.40406
777.5,5506.4912
778.0,5483.81651
778.5,5461.37907
779.0,5439.17706
779.5,5417.20761
780.0,5395.46778
780.5,5373.95463
781.0,5352.66524
781.5,5331.59665
782.0,5310.74594
782.5,5290.11017
783.0,5269.6864
783.5,5249.4717
784.0,5229.46312
784.5,5209.65774
785.0,5190.05262
785.5,5170.64482
786.0,5151.4314
786.5,5132.40942
787.0,5113.57596
787.5,5094.92808
788.0,5076.46283
788.5,5058.17728
789.0,5040.0685
789.5,5022.13354
790.0,5004.36948
790.5,4986.77337
791.0,4969.34229
791.5,4952.07328
792.0,4934.96342
792.5,4918.00978
793.0,4901.2094
793.5,4884.55936
794.0,4868.05673
794.5,4851.69855
795.0,4835.48191
795.5,4819.40385
796.0,4803.46145
796.5,4787.65177
797.0,4771.97187
797.5,4756.41882
798.0,4740.98967
798.5,4725.6815
799.0,4710.49136
799.5,4695.41633
800.0,4680.45345
800.5,4665.5998
801.0,4650.85245
801.5,4636.20844
802.0,4621.66486
802.5,4607.21875
803.0,4592.86719
803.5,4578.60724
804.0,4564.43596
804.5,4550.35041
805.0,4536.34766
805.5,4522.42478
806.0,4508.57882
806.5,4494.80685
807.0,4481.10593
807.5,4467.47313
808.0,4453.90551
808.5,4440.40013
809.0,4426.95406
809.5,4413.56436
810.0,4400.2281
810.5,4386.94233
811.0,4373.70412
